last_name,first_name,display_name,tournament,year,round,tour
Coria,Guillermo,Guillermo Coria,Australian Open,2005,R16,ATP
Davydenko,Nikolay,Nikolay Davydenko,Australian Open,2005,R16,ATP
Federer,Roger,Roger Federer,Australian Open,2005,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,Australian Open,2005,R16,ATP
Hrbaty,Dominik,Dominik Hrbaty,Australian Open,2005,R16,ATP
Johansson,Joachim,Joachim Johansson,Australian Open,2005,R16,ATP
Johansson,Thomas,Thomas Johansson,Australian Open,2005,R16,ATP
Kohlschreiber,Philipp,Philipp Kohlschreiber,Australian Open,2005,R16,ATP
Nadal,Rafael,Rafael Nadal,Australian Open,2005,R16,ATP
Nalbandian,David,David Nalbandian,Australian Open,2005,R16,ATP
Rochus,Olivier,Olivier Rochus,Australian Open,2005,R16,ATP
Roddick,Andy,Andy Roddick,Australian Open,2005,R16,ATP
Safin,Marat,Marat Safin,Australian Open,2005,R16,ATP
Agassi,Andre,Andre Agassi,Australian Open,2005,QF,ATP
Davydenko,Nikolay,Nikolay Davydenko,Australian Open,2005,QF,ATP
Federer,Roger,Roger Federer,Australian Open,2005,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,Australian Open,2005,QF,ATP
Hrbaty,Dominik,Dominik Hrbaty,Australian Open,2005,QF,ATP
Nalbandian,David,David Nalbandian,Australian Open,2005,QF,ATP
Roddick,Andy,Andy Roddick,Australian Open,2005,QF,ATP
Safin,Marat,Marat Safin,Australian Open,2005,QF,ATP
Federer,Roger,Roger Federer,Australian Open,2005,SF,ATP
Hewitt,Lleyton,Lleyton Hewitt,Australian Open,2005,SF,ATP
Roddick,Andy,Andy Roddick,Australian Open,2005,SF,ATP
Safin,Marat,Marat Safin,Australian Open,2005,SF,ATP
Hewitt,Lleyton,Lleyton Hewitt,Australian Open,2005,F,ATP
Safin,Marat,Marat Safin,Australian Open,2005,F,ATP
Safin,Marat,Marat Safin,Australian Open,2005,W,ATP
Davenport,Lindsay,Lindsay Davenport,Australian Open,2005,R16,WTA
Dechy,Nathalie,Nathalie Dechy,Australian Open,2005,R16,WTA
Dementieva,Elena,Elena Dementieva,Australian Open,2005,R16,WTA
Dushevina,Vera,Vera Dushevina,Australian Open,2005,R16,WTA
Farina Elia,Silvia,Silvia Farina Elia,Australian Open,2005,R16,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,Australian Open,2005,R16,WTA
Linetskaya,Evgenia,Evgenia Linetskaya,Australian Open,2005,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2005,R16,WTA
Molik,Alicia,Alicia Molik,Australian Open,2005,R16,WTA
Myskina,Anastasia,Anastasia Myskina,Australian Open,2005,R16,WTA
Petrova,Nadia,Nadia Petrova,Australian Open,2005,R16,WTA
Schnyder,Patty,Patty Schnyder,Australian Open,2005,R16,WTA
Sharapova,Maria,Maria Sharapova,Australian Open,2005,R16,WTA
Sprem,Karolina,Karolina Sprem,Australian Open,2005,R16,WTA
Williams,Venus,Venus Williams,Australian Open,2005,R16,WTA
Williams,Serena,Serena Williams,Australian Open,2005,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2005,QF,WTA
Dechy,Nathalie,Nathalie Dechy,Australian Open,2005,QF,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,Australian Open,2005,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2005,QF,WTA
Molik,Alicia,Alicia Molik,Australian Open,2005,QF,WTA
Schnyder,Patty,Patty Schnyder,Australian Open,2005,QF,WTA
Sharapova,Maria,Maria Sharapova,Australian Open,2005,QF,WTA
Williams,Serena,Serena Williams,Australian Open,2005,QF,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2005,SF,WTA
Dechy,Nathalie,Nathalie Dechy,Australian Open,2005,SF,WTA
Sharapova,Maria,Maria Sharapova,Australian Open,2005,SF,WTA
Williams,Serena,Serena Williams,Australian Open,2005,SF,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2005,F,WTA
Williams,Serena,Serena Williams,Australian Open,2005,F,WTA
Williams,Serena,Serena Williams,Australian Open,2005,W,WTA
Acasuso,Jose,Jose Acasuso,French Open,2005,R16,ATP
Canas,Guillermo,Guillermo Canas,French Open,2005,R16,ATP
Coria,Guillermo,Guillermo Coria,French Open,2005,R16,ATP
Davydenko,Nikolay,Nikolay Davydenko,French Open,2005,R16,ATP
Federer,Roger,Roger Federer,French Open,2005,R16,ATP
Ferrer,David,David Ferrer,French Open,2005,R16,ATP
Gaudio,Gaston,Gaston Gaudio,French Open,2005,R16,ATP
Grosjean,Sebastien,Sebastien Grosjean,French Open,2005,R16,ATP
Hanescu,Victor,Victor Hanescu,French Open,2005,R16,ATP
Kiefer,Nicolas,Nicolas Kiefer,French Open,2005,R16,ATP
Moya,Carlos,Carlos Moya,French Open,2005,R16,ATP
Nadal,Rafael,Rafael Nadal,French Open,2005,R16,ATP
Nalbandian,David,David Nalbandian,French Open,2005,R16,ATP
Puerta,Mariano,Mariano Puerta,French Open,2005,R16,ATP
Robredo,Tommy,Tommy Robredo,French Open,2005,R16,ATP
Safin,Marat,Marat Safin,French Open,2005,R16,ATP
Canas,Guillermo,Guillermo Canas,French Open,2005,QF,ATP
Davydenko,Nikolay,Nikolay Davydenko,French Open,2005,QF,ATP
Federer,Roger,Roger Federer,French Open,2005,QF,ATP
Ferrer,David,David Ferrer,French Open,2005,QF,ATP
Hanescu,Victor,Victor Hanescu,French Open,2005,QF,ATP
Nadal,Rafael,Rafael Nadal,French Open,2005,QF,ATP
Puerta,Mariano,Mariano Puerta,French Open,2005,QF,ATP
Robredo,Tommy,Tommy Robredo,French Open,2005,QF,ATP
Davydenko,Nikolay,Nikolay Davydenko,French Open,2005,SF,ATP
Federer,Roger,Roger Federer,French Open,2005,SF,ATP
Nadal,Rafael,Rafael Nadal,French Open,2005,SF,ATP
Puerta,Mariano,Mariano Puerta,French Open,2005,SF,ATP
Nadal,Rafael,Rafael Nadal,French Open,2005,F,ATP
Puerta,Mariano,Mariano Puerta,French Open,2005,F,ATP
Nadal,Rafael,Rafael Nadal,French Open,2005,W,ATP
Bovina,Elena,Elena Bovina,French Open,2005,R16,WTA
Clijsters,Kim,Kim Clijsters,French Open,2005,R16,WTA
Davenport,Lindsay,Lindsay Davenport,French Open,2005,R16,WTA
Dementieva,Elena,Elena Dementieva,French Open,2005,R16,WTA
Gagliardi,Emmanuelle,Emmanuelle Gagliardi,French Open,2005,R16,WTA
Henin,Justine,Justine Henin,French Open,2005,R16,WTA
Ivanovic,Ana,Ana Ivanovic,French Open,2005,R16,WTA
Karatantcheva,Sesil,Sesil Karatantcheva,French Open,2005,R16,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,French Open,2005,R16,WTA
Likhovtseva,Elena,Elena Likhovtseva,French Open,2005,R16,WTA
Llagostera Vives,Nuria,Nuria Llagostera Vives,French Open,2005,R16,WTA
Petrova,Nadia,Nadia Petrova,French Open,2005,R16,WTA
Pierce,Mary,Mary Pierce,French Open,2005,R16,WTA
Schiavone,Francesca,Francesca Schiavone,French Open,2005,R16,WTA
Schnyder,Patty,Patty Schnyder,French Open,2005,R16,WTA
Sharapova,Maria,Maria Sharapova,French Open,2005,R16,WTA
Davenport,Lindsay,Lindsay Davenport,French Open,2005,QF,WTA
Henin,Justine,Justine Henin,French Open,2005,QF,WTA
Ivanovic,Ana,Ana Ivanovic,French Open,2005,QF,WTA
Karatantcheva,Sesil,Sesil Karatantcheva,French Open,2005,QF,WTA
Likhovtseva,Elena,Elena Likhovtseva,French Open,2005,QF,WTA
Petrova,Nadia,Nadia Petrova,French Open,2005,QF,WTA
Pierce,Mary,Mary Pierce,French Open,2005,QF,WTA
Sharapova,Maria,Maria Sharapova,French Open,2005,QF,WTA
Henin,Justine,Justine Henin,French Open,2005,SF,WTA
Likhovtseva,Elena,Elena Likhovtseva,French Open,2005,SF,WTA
Petrova,Nadia,Nadia Petrova,French Open,2005,SF,WTA
Pierce,Mary,Mary Pierce,French Open,2005,SF,WTA
Henin,Justine,Justine Henin,French Open,2005,F,WTA
Pierce,Mary,Mary Pierce,French Open,2005,F,WTA
Henin,Justine,Justine Henin,French Open,2005,W,WTA
Agassi,Andre,Andre Agassi,US Open,2005,R16,ATP
Blake,James,James Blake,US Open,2005,R16,ATP
Coria,Guillermo,Guillermo Coria,US Open,2005,R16,ATP
Federer,Roger,Roger Federer,US Open,2005,R16,ATP
Gasquet,Richard,Richard Gasquet,US Open,2005,R16,ATP
Ginepri,Robby,Robby Ginepri,US Open,2005,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2005,R16,ATP
Hrbaty,Dominik,Dominik Hrbaty,US Open,2005,R16,ATP
Kiefer,Nicolas,Nicolas Kiefer,US Open,2005,R16,ATP
Malisse,Xavier,Xavier Malisse,US Open,2005,R16,ATP
Massu,Nicolas,Nicolas Massu,US Open,2005,R16,ATP
Nalbandian,David,David Nalbandian,US Open,2005,R16,ATP
Nieminen,Jarkko,Jarkko Nieminen,US Open,2005,R16,ATP
Robredo,Tommy,Tommy Robredo,US Open,2005,R16,ATP
Sanguinetti,Davide,Davide Sanguinetti,US Open,2005,R16,ATP
Verdasco,Fernando,Fernando Verdasco,US Open,2005,R16,ATP
Agassi,Andre,Andre Agassi,US Open,2005,QF,ATP
Blake,James,James Blake,US Open,2005,QF,ATP
Coria,Guillermo,Guillermo Coria,US Open,2005,QF,ATP
Federer,Roger,Roger Federer,US Open,2005,QF,ATP
Ginepri,Robby,Robby Ginepri,US Open,2005,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2005,QF,ATP
Nalbandian,David,David Nalbandian,US Open,2005,QF,ATP
Nieminen,Jarkko,Jarkko Nieminen,US Open,2005,QF,ATP
Agassi,Andre,Andre Agassi,US Open,2005,SF,ATP
Federer,Roger,Roger Federer,US Open,2005,SF,ATP
Ginepri,Robby,Robby Ginepri,US Open,2005,SF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2005,SF,ATP
Agassi,Andre,Andre Agassi,US Open,2005,F,ATP
Federer,Roger,Roger Federer,US Open,2005,F,ATP
Federer,Roger,Roger Federer,US Open,2005,W,ATP
Clijsters,Kim,Kim Clijsters,US Open,2005,R16,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2005,R16,WTA
Dechy,Nathalie,Nathalie Dechy,US Open,2005,R16,WTA
Dementieva,Elena,Elena Dementieva,US Open,2005,R16,WTA
Henin,Justine,Justine Henin,US Open,2005,R16,WTA
Likhovtseva,Elena,Elena Likhovtseva,US Open,2005,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,US Open,2005,R16,WTA
Mirza,Sania,Sania Mirza,US Open,2005,R16,WTA
Petrova,Nadia,Nadia Petrova,US Open,2005,R16,WTA
Pierce,Mary,Mary Pierce,US Open,2005,R16,WTA
Schnyder,Patty,Patty Schnyder,US Open,2005,R16,WTA
Sharapova,Maria,Maria Sharapova,US Open,2005,R16,WTA
Vaidisova,Nicole,Nicole Vaidisova,US Open,2005,R16,WTA
Vento Kabchi,Maria,Maria Vento Kabchi,US Open,2005,R16,WTA
Williams,Venus,Venus Williams,US Open,2005,R16,WTA
Williams,Serena,Serena Williams,US Open,2005,R16,WTA
Clijsters,Kim,Kim Clijsters,US Open,2005,QF,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2005,QF,WTA
Dementieva,Elena,Elena Dementieva,US Open,2005,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,US Open,2005,QF,WTA
Petrova,Nadia,Nadia Petrova,US Open,2005,QF,WTA
Pierce,Mary,Mary Pierce,US Open,2005,QF,WTA
Sharapova,Maria,Maria Sharapova,US Open,2005,QF,WTA
Williams,Venus,Venus Williams,US Open,2005,QF,WTA
Clijsters,Kim,Kim Clijsters,US Open,2005,SF,WTA
Dementieva,Elena,Elena Dementieva,US Open,2005,SF,WTA
Pierce,Mary,Mary Pierce,US Open,2005,SF,WTA
Sharapova,Maria,Maria Sharapova,US Open,2005,SF,WTA
Clijsters,Kim,Kim Clijsters,US Open,2005,F,WTA
Pierce,Mary,Mary Pierce,US Open,2005,F,WTA
Clijsters,Kim,Kim Clijsters,US Open,2005,W,WTA
Ancic,Mario,Mario Ancic,Wimbledon,2005,R16,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,Wimbledon,2005,R16,ATP
Coria,Guillermo,Guillermo Coria,Wimbledon,2005,R16,ATP
Dent,Taylor,Taylor Dent,Wimbledon,2005,R16,ATP
Federer,Roger,Roger Federer,Wimbledon,2005,R16,ATP
Gasquet,Richard,Richard Gasquet,Wimbledon,2005,R16,ATP
Gonzalez,Fernando,Fernando Gonzalez,Wimbledon,2005,R16,ATP
Grosjean,Sebastien,Sebastien Grosjean,Wimbledon,2005,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,Wimbledon,2005,R16,ATP
Johansson,Thomas,Thomas Johansson,Wimbledon,2005,R16,ATP
Lopez,Feliciano,Feliciano Lopez,Wimbledon,2005,R16,ATP
Mirnyi,Max,Max Mirnyi,Wimbledon,2005,R16,ATP
Nalbandian,David,David Nalbandian,Wimbledon,2005,R16,ATP
Roddick,Andy,Andy Roddick,Wimbledon,2005,R16,ATP
Tursunov,Dmitry,Dmitry Tursunov,Wimbledon,2005,R16,ATP
Youzhny,Mikhail,Mikhail Youzhny,Wimbledon,2005,R16,ATP
Federer,Roger,Roger Federer,Wimbledon,2005,QF,ATP
Gonzalez,Fernando,Fernando Gonzalez,Wimbledon,2005,QF,ATP
Grosjean,Sebastien,Sebastien Grosjean,Wimbledon,2005,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,Wimbledon,2005,QF,ATP
Johansson,Thomas,Thomas Johansson,Wimbledon,2005,QF,ATP
Lopez,Feliciano,Feliciano Lopez,Wimbledon,2005,QF,ATP
Nalbandian,David,David Nalbandian,Wimbledon,2005,QF,ATP
Roddick,Andy,Andy Roddick,Wimbledon,2005,QF,ATP
Federer,Roger,Roger Federer,Wimbledon,2005,SF,ATP
Hewitt,Lleyton,Lleyton Hewitt,Wimbledon,2005,SF,ATP
Johansson,Thomas,Thomas Johansson,Wimbledon,2005,SF,ATP
Roddick,Andy,Andy Roddick,Wimbledon,2005,SF,ATP
Federer,Roger,Roger Federer,Wimbledon,2005,F,ATP
Roddick,Andy,Andy Roddick,Wimbledon,2005,F,ATP
Federer,Roger,Roger Federer,Wimbledon,2005,W,ATP
Clijsters,Kim,Kim Clijsters,Wimbledon,2005,R16,WTA
Craybas,Jill,Jill Craybas,Wimbledon,2005,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2005,R16,WTA
Dechy,Nathalie,Nathalie Dechy,Wimbledon,2005,R16,WTA
Dementieva,Elena,Elena Dementieva,Wimbledon,2005,R16,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,Wimbledon,2005,R16,WTA
Likhovtseva,Elena,Elena Likhovtseva,Wimbledon,2005,R16,WTA
Maleeva,Magdalena,Magdalena Maleeva,Wimbledon,2005,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,Wimbledon,2005,R16,WTA
Myskina,Anastasia,Anastasia Myskina,Wimbledon,2005,R16,WTA
Pennetta,Flavia,Flavia Pennetta,Wimbledon,2005,R16,WTA
Peschke,Kveta,Kveta Peschke,Wimbledon,2005,R16,WTA
Petrova,Nadia,Nadia Petrova,Wimbledon,2005,R16,WTA
Pierce,Mary,Mary Pierce,Wimbledon,2005,R16,WTA
Sharapova,Maria,Maria Sharapova,Wimbledon,2005,R16,WTA
Williams,Venus,Venus Williams,Wimbledon,2005,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2005,QF,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,Wimbledon,2005,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,Wimbledon,2005,QF,WTA
Myskina,Anastasia,Anastasia Myskina,Wimbledon,2005,QF,WTA
Petrova,Nadia,Nadia Petrova,Wimbledon,2005,QF,WTA
Pierce,Mary,Mary Pierce,Wimbledon,2005,QF,WTA
Sharapova,Maria,Maria Sharapova,Wimbledon,2005,QF,WTA
Williams,Venus,Venus Williams,Wimbledon,2005,QF,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2005,SF,WTA
Mauresmo,Amelie,Amelie Mauresmo,Wimbledon,2005,SF,WTA
Sharapova,Maria,Maria Sharapova,Wimbledon,2005,SF,WTA
Williams,Venus,Venus Williams,Wimbledon,2005,SF,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2005,F,WTA
Williams,Venus,Venus Williams,Wimbledon,2005,F,WTA
Williams,Venus,Venus Williams,Wimbledon,2005,W,WTA
Baghdatis,Marcos,Marcos Baghdatis,Australian Open,2006,R16,ATP
Davydenko,Nikolay,Nikolay Davydenko,Australian Open,2006,R16,ATP
Federer,Roger,Roger Federer,Australian Open,2006,R16,ATP
Ferrer,David,David Ferrer,Australian Open,2006,R16,ATP
Grosjean,Sebastien,Sebastien Grosjean,Australian Open,2006,R16,ATP
Haas,Tommy,Tommy Haas,Australian Open,2006,R16,ATP
Henri Mathieu,Paul,Paul Henri Mathieu,Australian Open,2006,R16,ATP
Hrbaty,Dominik,Dominik Hrbaty,Australian Open,2006,R16,ATP
Ignacio Chela,Juan,Juan Ignacio Chela,Australian Open,2006,R16,ATP
Johansson,Thomas,Thomas Johansson,Australian Open,2006,R16,ATP
Kiefer,Nicolas,Nicolas Kiefer,Australian Open,2006,R16,ATP
Ljubicic,Ivan,Ivan Ljubicic,Australian Open,2006,R16,ATP
Nalbandian,David,David Nalbandian,Australian Open,2006,R16,ATP
Robredo,Tommy,Tommy Robredo,Australian Open,2006,R16,ATP
Roddick,Andy,Andy Roddick,Australian Open,2006,R16,ATP
Santoro,Fabrice,Fabrice Santoro,Australian Open,2006,R16,ATP
Baghdatis,Marcos,Marcos Baghdatis,Australian Open,2006,QF,ATP
Davydenko,Nikolay,Nikolay Davydenko,Australian Open,2006,QF,ATP
Federer,Roger,Roger Federer,Australian Open,2006,QF,ATP
Grosjean,Sebastien,Sebastien Grosjean,Australian Open,2006,QF,ATP
Kiefer,Nicolas,Nicolas Kiefer,Australian Open,2006,QF,ATP
Ljubicic,Ivan,Ivan Ljubicic,Australian Open,2006,QF,ATP
Nalbandian,David,David Nalbandian,Australian Open,2006,QF,ATP
Santoro,Fabrice,Fabrice Santoro,Australian Open,2006,QF,ATP
Baghdatis,Marcos,Marcos Baghdatis,Australian Open,2006,SF,ATP
Federer,Roger,Roger Federer,Australian Open,2006,SF,ATP
Kiefer,Nicolas,Nicolas Kiefer,Australian Open,2006,SF,ATP
Nalbandian,David,David Nalbandian,Australian Open,2006,SF,ATP
Baghdatis,Marcos,Marcos Baghdatis,Australian Open,2006,F,ATP
Federer,Roger,Roger Federer,Australian Open,2006,F,ATP
Federer,Roger,Roger Federer,Australian Open,2006,W,ATP
Clijsters,Kim,Kim Clijsters,Australian Open,2006,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2006,R16,WTA
Hantuchova,Daniela,Daniela Hantuchova,Australian Open,2006,R16,WTA
Henin,Justine,Justine Henin,Australian Open,2006,R16,WTA
Hingis,Martina,Martina Hingis,Australian Open,2006,R16,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,Australian Open,2006,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2006,R16,WTA
Myskina,Anastasia,Anastasia Myskina,Australian Open,2006,R16,WTA
Petrova,Nadia,Nadia Petrova,Australian Open,2006,R16,WTA
Ruano Pascual,Virginia,Virginia Ruano Pascual,Australian Open,2006,R16,WTA
Schiavone,Francesca,Francesca Schiavone,Australian Open,2006,R16,WTA
Schnyder,Patty,Patty Schnyder,Australian Open,2006,R16,WTA
Sharapova,Maria,Maria Sharapova,Australian Open,2006,R16,WTA
Stosur,Samantha,Samantha Stosur,Australian Open,2006,R16,WTA
Vaidisova,Nicole,Nicole Vaidisova,Australian Open,2006,R16,WTA
Vesnina,Elena,Elena Vesnina,Australian Open,2006,R16,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2006,QF,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2006,QF,WTA
Henin,Justine,Justine Henin,Australian Open,2006,QF,WTA
Hingis,Martina,Martina Hingis,Australian Open,2006,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2006,QF,WTA
Petrova,Nadia,Nadia Petrova,Australian Open,2006,QF,WTA
Schnyder,Patty,Patty Schnyder,Australian Open,2006,QF,WTA
Sharapova,Maria,Maria Sharapova,Australian Open,2006,QF,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2006,SF,WTA
Henin,Justine,Justine Henin,Australian Open,2006,SF,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2006,SF,WTA
Sharapova,Maria,Maria Sharapova,Australian Open,2006,SF,WTA
Henin,Justine,Justine Henin,Australian Open,2006,F,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2006,F,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2006,W,WTA
Ancic,Mario,Mario Ancic,French Open,2006,R16,ATP
Benneteau,Julien,Julien Benneteau,French Open,2006,R16,ATP
Berdych,Tomas,Tomas Berdych,French Open,2006,R16,ATP
Davydenko,Nikolay,Nikolay Davydenko,French Open,2006,R16,ATP
Djokovic,Novak,Novak Djokovic,French Open,2006,R16,ATP
Federer,Roger,Roger Federer,French Open,2006,R16,ATP
Gaudio,Gaston,Gaston Gaudio,French Open,2006,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,French Open,2006,R16,ATP
Ljubicic,Ivan,Ivan Ljubicic,French Open,2006,R16,ATP
Martin,Alberto,Alberto Martin,French Open,2006,R16,ATP
Monfils,Gael,Gael Monfils,French Open,2006,R16,ATP
Nadal,Rafael,Rafael Nadal,French Open,2006,R16,ATP
Nalbandian,David,David Nalbandian,French Open,2006,R16,ATP
Ramirez Hidalgo,Ruben,Ruben Ramirez Hidalgo,French Open,2006,R16,ATP
Robredo,Tommy,Tommy Robredo,French Open,2006,R16,ATP
Vassallo Arguello,Martin,Martin Vassallo Arguello,French Open,2006,R16,ATP
Ancic,Mario,Mario Ancic,French Open,2006,QF,ATP
Benneteau,Julien,Julien Benneteau,French Open,2006,QF,ATP
Davydenko,Nikolay,Nikolay Davydenko,French Open,2006,QF,ATP
Djokovic,Novak,Novak Djokovic,French Open,2006,QF,ATP
Federer,Roger,Roger Federer,French Open,2006,QF,ATP
Ljubicic,Ivan,Ivan Ljubicic,French Open,2006,QF,ATP
Nadal,Rafael,Rafael Nadal,French Open,2006,QF,ATP
Nalbandian,David,David Nalbandian,French Open,2006,QF,ATP
Federer,Roger,Roger Federer,French Open,2006,SF,ATP
Ljubicic,Ivan,Ivan Ljubicic,French Open,2006,SF,ATP
Nadal,Rafael,Rafael Nadal,French Open,2006,SF,ATP
Nalbandian,David,David Nalbandian,French Open,2006,SF,ATP
Federer,Roger,Roger Federer,French Open,2006,F,ATP
Nadal,Rafael,Rafael Nadal,French Open,2006,F,ATP
Nadal,Rafael,Rafael Nadal,French Open,2006,W,ATP
Clijsters,Kim,Kim Clijsters,French Open,2006,R16,WTA
Dulko,Gisela,Gisela Dulko,French Open,2006,R16,WTA
Hantuchova,Daniela,Daniela Hantuchova,French Open,2006,R16,WTA
Henin,Justine,Justine Henin,French Open,2006,R16,WTA
Hingis,Martina,Martina Hingis,French Open,2006,R16,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,French Open,2006,R16,WTA
Lena Groenefeld,Anna,Anna Lena Groenefeld,French Open,2006,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,French Open,2006,R16,WTA
Myskina,Anastasia,Anastasia Myskina,French Open,2006,R16,WTA
Peer,Shahar,Shahar Peer,French Open,2006,R16,WTA
Safina,Dinara,Dinara Safina,French Open,2006,R16,WTA
Schiavone,Francesca,Francesca Schiavone,French Open,2006,R16,WTA
Schnyder,Patty,Patty Schnyder,French Open,2006,R16,WTA
Sharapova,Maria,Maria Sharapova,French Open,2006,R16,WTA
Vaidisova,Nicole,Nicole Vaidisova,French Open,2006,R16,WTA
Williams,Venus,Venus Williams,French Open,2006,R16,WTA
Clijsters,Kim,Kim Clijsters,French Open,2006,QF,WTA
Henin,Justine,Justine Henin,French Open,2006,QF,WTA
Hingis,Martina,Martina Hingis,French Open,2006,QF,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,French Open,2006,QF,WTA
Lena Groenefeld,Anna,Anna Lena Groenefeld,French Open,2006,QF,WTA
Safina,Dinara,Dinara Safina,French Open,2006,QF,WTA
Vaidisova,Nicole,Nicole Vaidisova,French Open,2006,QF,WTA
Williams,Venus,Venus Williams,French Open,2006,QF,WTA
Clijsters,Kim,Kim Clijsters,French Open,2006,SF,WTA
Henin,Justine,Justine Henin,French Open,2006,SF,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,French Open,2006,SF,WTA
Vaidisova,Nicole,Nicole Vaidisova,French Open,2006,SF,WTA
Henin,Justine,Justine Henin,French Open,2006,F,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,French Open,2006,F,WTA
Henin,Justine,Justine Henin,French Open,2006,W,WTA
Becker,Benjamin,Benjamin Becker,US Open,2006,R16,ATP
Berdych,Tomas,Tomas Berdych,US Open,2006,R16,ATP
Blake,James,James Blake,US Open,2006,R16,ATP
Davydenko,Nikolay,Nikolay Davydenko,US Open,2006,R16,ATP
Federer,Roger,Roger Federer,US Open,2006,R16,ATP
Gasquet,Richard,Richard Gasquet,US Open,2006,R16,ATP
Gicquel,Marc,Marc Gicquel,US Open,2006,R16,ATP
Haas,Tommy,Tommy Haas,US Open,2006,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2006,R16,ATP
Murray,Andy,Andy Murray,US Open,2006,R16,ATP
Nadal,Rafael,Rafael Nadal,US Open,2006,R16,ATP
Novak,Jiri,Jiri Novak,US Open,2006,R16,ATP
Robredo,Tommy,Tommy Robredo,US Open,2006,R16,ATP
Roddick,Andy,Andy Roddick,US Open,2006,R16,ATP
Safin,Marat,Marat Safin,US Open,2006,R16,ATP
Youzhny,Mikhail,Mikhail Youzhny,US Open,2006,R16,ATP
Blake,James,James Blake,US Open,2006,QF,ATP
Davydenko,Nikolay,Nikolay Davydenko,US Open,2006,QF,ATP
Federer,Roger,Roger Federer,US Open,2006,QF,ATP
Haas,Tommy,Tommy Haas,US Open,2006,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2006,QF,ATP
Nadal,Rafael,Rafael Nadal,US Open,2006,QF,ATP
Roddick,Andy,Andy Roddick,US Open,2006,QF,ATP
Youzhny,Mikhail,Mikhail Youzhny,US Open,2006,QF,ATP
Davydenko,Nikolay,Nikolay Davydenko,US Open,2006,SF,ATP
Federer,Roger,Roger Federer,US Open,2006,SF,ATP
Roddick,Andy,Andy Roddick,US Open,2006,SF,ATP
Youzhny,Mikhail,Mikhail Youzhny,US Open,2006,SF,ATP
Federer,Roger,Roger Federer,US Open,2006,F,ATP
Roddick,Andy,Andy Roddick,US Open,2006,F,ATP
Federer,Roger,Roger Federer,US Open,2006,W,ATP
Chakvetadze,Anna,Anna Chakvetadze,US Open,2006,R16,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2006,R16,WTA
Dementieva,Elena,Elena Dementieva,US Open,2006,R16,WTA
Golovin,Tatiana,Tatiana Golovin,US Open,2006,R16,WTA
