last_name,first_name,display_name,tournament,year,round,tour
Agassi,Andre,Andre Agassi,Australian Open,2000,R16,ATP
Arazi,Hicham,Hicham Arazi,Australian Open,2000,R16,ATP
Clement,Arnaud,Arnaud Clement,Australian Open,2000,R16,ATP
Dosedel,Slava,Slava Dosedel,Australian Open,2000,R16,ATP
El Aynaoui,Younes,Younes El Aynaoui,Australian Open,2000,R16,ATP
Escude,Nicolas,Nicolas Escude,Australian Open,2000,R16,ATP
Ferreira,Wayne,Wayne Ferreira,Australian Open,2000,R16,ATP
Henman,Tim,Tim Henman,Australian Open,2000,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,Australian Open,2000,R16,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,Australian Open,2000,R16,ATP
Kiefer,Nicolas,Nicolas Kiefer,Australian Open,2000,R16,ATP
Norman,Magnus,Magnus Norman,Australian Open,2000,R16,ATP
Philippoussis,Mark,Mark Philippoussis,Australian Open,2000,R16,ATP
Rochus,Christophe,Christophe Rochus,Australian Open,2000,R16,ATP
Sampras,Pete,Pete Sampras,Australian Open,2000,R16,ATP
Woodruff,Chris,Chris Woodruff,Australian Open,2000,R16,ATP
Agassi,Andre,Andre Agassi,Australian Open,2000,QF,ATP
Arazi,Hicham,Hicham Arazi,Australian Open,2000,QF,ATP
El Aynaoui,Younes,Younes El Aynaoui,Australian Open,2000,QF,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,Australian Open,2000,QF,ATP
Kiefer,Nicolas,Nicolas Kiefer,Australian Open,2000,QF,ATP
Norman,Magnus,Magnus Norman,Australian Open,2000,QF,ATP
Sampras,Pete,Pete Sampras,Australian Open,2000,QF,ATP
Woodruff,Chris,Chris Woodruff,Australian Open,2000,QF,ATP
Agassi,Andre,Andre Agassi,Australian Open,2000,SF,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,Australian Open,2000,SF,ATP
Norman,Magnus,Magnus Norman,Australian Open,2000,SF,ATP
Sampras,Pete,Pete Sampras,Australian Open,2000,SF,ATP
Agassi,Andre,Andre Agassi,Australian Open,2000,F,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,Australian Open,2000,F,ATP
Agassi,Andre,Andre Agassi,Australian Open,2000,W,ATP
Brandi,Kristina,Kristina Brandi,Australian Open,2000,R16,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2000,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2000,R16,WTA
Halard Decugis,Julie,Julie Halard Decugis,Australian Open,2000,R16,WTA
Hingis,Martina,Martina Hingis,Australian Open,2000,R16,WTA
Kandarr,Jana,Jana Kandarr,Australian Open,2000,R16,WTA
Kournikova,Anna,Anna Kournikova,Australian Open,2000,R16,WTA
Likhovtseva,Elena,Elena Likhovtseva,Australian Open,2000,R16,WTA
Martinez,Conchita,Conchita Martinez,Australian Open,2000,R16,WTA
Pierce,Mary,Mary Pierce,Australian Open,2000,R16,WTA
Sanchez Vicario,Arantxa,Arantxa Sanchez Vicario,Australian Open,2000,R16,WTA
Schett,Barbara,Barbara Schett,Australian Open,2000,R16,WTA
Schnyder,Patty,Patty Schnyder,Australian Open,2000,R16,WTA
Sugiyama,Ai,Ai Sugiyama,Australian Open,2000,R16,WTA
Testud,Sandrine,Sandrine Testud,Australian Open,2000,R16,WTA
Williams,Serena,Serena Williams,Australian Open,2000,R16,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2000,QF,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2000,QF,WTA
Halard Decugis,Julie,Julie Halard Decugis,Australian Open,2000,QF,WTA
Hingis,Martina,Martina Hingis,Australian Open,2000,QF,WTA
Likhovtseva,Elena,Elena Likhovtseva,Australian Open,2000,QF,WTA
Martinez,Conchita,Conchita Martinez,Australian Open,2000,QF,WTA
Sanchez Vicario,Arantxa,Arantxa Sanchez Vicario,Australian Open,2000,QF,WTA
Sugiyama,Ai,Ai Sugiyama,Australian Open,2000,QF,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2000,SF,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2000,SF,WTA
Hingis,Martina,Martina Hingis,Australian Open,2000,SF,WTA
Martinez,Conchita,Conchita Martinez,Australian Open,2000,SF,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2000,F,WTA
Hingis,Martina,Martina Hingis,Australian Open,2000,F,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2000,W,WTA
Carlos Ferrero,Juan,Juan Carlos Ferrero,French Open,2000,R16,ATP
Corretja,Alex,Alex Corretja,French Open,2000,R16,ATP
Costa,Albert,Albert Costa,French Open,2000,R16,ATP
El Aynaoui,Younes,Younes El Aynaoui,French Open,2000,R16,ATP
Federer,Roger,Roger Federer,French Open,2000,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,French Open,2000,R16,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,French Open,2000,R16,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2000,R16,ATP
Lapentti,Nicolas,Nicolas Lapentti,French Open,2000,R16,ATP
Medvedev,Andrei,Andrei Medvedev,French Open,2000,R16,ATP
Norman,Magnus,Magnus Norman,French Open,2000,R16,ATP
Philippoussis,Mark,Mark Philippoussis,French Open,2000,R16,ATP
Pioline,Cedric,Cedric Pioline,French Open,2000,R16,ATP
Safin,Marat,Marat Safin,French Open,2000,R16,ATP
Squillari,Franco,Franco Squillari,French Open,2000,R16,ATP
Vicente,Fernando,Fernando Vicente,French Open,2000,R16,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,French Open,2000,QF,ATP
Corretja,Alex,Alex Corretja,French Open,2000,QF,ATP
Costa,Albert,Albert Costa,French Open,2000,QF,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,French Open,2000,QF,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2000,QF,ATP
Norman,Magnus,Magnus Norman,French Open,2000,QF,ATP
Safin,Marat,Marat Safin,French Open,2000,QF,ATP
Squillari,Franco,Franco Squillari,French Open,2000,QF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,French Open,2000,SF,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2000,SF,ATP
Norman,Magnus,Magnus Norman,French Open,2000,SF,ATP
Squillari,Franco,Franco Squillari,French Open,2000,SF,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2000,F,ATP
Norman,Magnus,Magnus Norman,French Open,2000,F,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2000,W,ATP
Carlsson,Asa,Asa Carlsson,French Open,2000,R16,WTA
De Los Rios,Rossana,Rossana De Los Rios,French Open,2000,R16,WTA
Dragomir Ilie,Ruxandra,Ruxandra Dragomir Ilie,French Open,2000,R16,WTA
Hingis,Martina,Martina Hingis,French Open,2000,R16,WTA
Huber,Anke,Anke Huber,French Open,2000,R16,WTA
Marrero,Marta,Marta Marrero,French Open,2000,R16,WTA
Martinez,Conchita,Conchita Martinez,French Open,2000,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,French Open,2000,R16,WTA
Pierce,Mary,Mary Pierce,French Open,2000,R16,WTA
Rubin,Chanda,Chanda Rubin,French Open,2000,R16,WTA
Sanchez Vicario,Arantxa,Arantxa Sanchez Vicario,French Open,2000,R16,WTA
Schett,Barbara,Barbara Schett,French Open,2000,R16,WTA
Seles,Monica,Monica Seles,French Open,2000,R16,WTA
Sugiyama,Ai,Ai Sugiyama,French Open,2000,R16,WTA
Williams,Venus,Venus Williams,French Open,2000,R16,WTA
Zvereva,Natalia,Natalia Zvereva,French Open,2000,R16,WTA
Hingis,Martina,Martina Hingis,French Open,2000,QF,WTA
Marrero,Marta,Marta Marrero,French Open,2000,QF,WTA
Martinez,Conchita,Conchita Martinez,French Open,2000,QF,WTA
Pierce,Mary,Mary Pierce,French Open,2000,QF,WTA
Rubin,Chanda,Chanda Rubin,French Open,2000,QF,WTA
Sanchez Vicario,Arantxa,Arantxa Sanchez Vicario,French Open,2000,QF,WTA
Seles,Monica,Monica Seles,French Open,2000,QF,WTA
Williams,Venus,Venus Williams,French Open,2000,QF,WTA
Hingis,Martina,Martina Hingis,French Open,2000,SF,WTA
Martinez,Conchita,Conchita Martinez,French Open,2000,SF,WTA
Pierce,Mary,Mary Pierce,French Open,2000,SF,WTA
Sanchez Vicario,Arantxa,Arantxa Sanchez Vicario,French Open,2000,SF,WTA
Martinez,Conchita,Conchita Martinez,French Open,2000,F,WTA
Pierce,Mary,Mary Pierce,French Open,2000,F,WTA
Pierce,Mary,Mary Pierce,French Open,2000,W,WTA
Arthurs,Wayne,Wayne Arthurs,US Open,2000,R16,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,US Open,2000,R16,ATP
Clement,Arnaud,Arnaud Clement,US Open,2000,R16,ATP
Enqvist,Thomas,Thomas Enqvist,US Open,2000,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2000,R16,ATP
Hrbaty,Dominik,Dominik Hrbaty,US Open,2000,R16,ATP
Johansson,Thomas,Thomas Johansson,US Open,2000,R16,ATP
Kiefer,Nicolas,Nicolas Kiefer,US Open,2000,R16,ATP
Krajicek,Richard,Richard Krajicek,US Open,2000,R16,ATP
Martin,Todd,Todd Martin,US Open,2000,R16,ATP
Moya,Carlos,Carlos Moya,US Open,2000,R16,ATP
Norman,Magnus,Magnus Norman,US Open,2000,R16,ATP
Pavel,Andrei,Andrei Pavel,US Open,2000,R16,ATP
Safin,Marat,Marat Safin,US Open,2000,R16,ATP
Sampras,Pete,Pete Sampras,US Open,2000,R16,ATP
Taik Lee,Hyung,Hyung Taik Lee,US Open,2000,R16,ATP
Clement,Arnaud,Arnaud Clement,US Open,2000,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2000,QF,ATP
Johansson,Thomas,Thomas Johansson,US Open,2000,QF,ATP
Kiefer,Nicolas,Nicolas Kiefer,US Open,2000,QF,ATP
Krajicek,Richard,Richard Krajicek,US Open,2000,QF,ATP
Martin,Todd,Todd Martin,US Open,2000,QF,ATP
Safin,Marat,Marat Safin,US Open,2000,QF,ATP
Sampras,Pete,Pete Sampras,US Open,2000,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2000,SF,ATP
Martin,Todd,Todd Martin,US Open,2000,SF,ATP
Safin,Marat,Marat Safin,US Open,2000,SF,ATP
Sampras,Pete,Pete Sampras,US Open,2000,SF,ATP
Safin,Marat,Marat Safin,US Open,2000,F,ATP
Sampras,Pete,Pete Sampras,US Open,2000,F,ATP
Safin,Marat,Marat Safin,US Open,2000,W,ATP
Capriati,Jennifer,Jennifer Capriati,US Open,2000,R16,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2000,R16,WTA
Dementieva,Elena,Elena Dementieva,US Open,2000,R16,WTA
Dokic,Jelena,Jelena Dokic,US Open,2000,R16,WTA
Henin,Justine,Justine Henin,US Open,2000,R16,WTA
Hingis,Martina,Martina Hingis,US Open,2000,R16,WTA
Huber,Anke,Anke Huber,US Open,2000,R16,WTA
Osterloh,Lilia,Lilia Osterloh,US Open,2000,R16,WTA
Pierce,Mary,Mary Pierce,US Open,2000,R16,WTA
Sanchez Vicario,Arantxa,Arantxa Sanchez Vicario,US Open,2000,R16,WTA
Seles,Monica,Monica Seles,US Open,2000,R16,WTA
Serna,Magui,Magui Serna,US Open,2000,R16,WTA
Tauziat,Nathalie,Nathalie Tauziat,US Open,2000,R16,WTA
Testud,Sandrine,Sandrine Testud,US Open,2000,R16,WTA
Williams,Venus,Venus Williams,US Open,2000,R16,WTA
Williams,Serena,Serena Williams,US Open,2000,R16,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2000,QF,WTA
Dementieva,Elena,Elena Dementieva,US Open,2000,QF,WTA
Hingis,Martina,Martina Hingis,US Open,2000,QF,WTA
Huber,Anke,Anke Huber,US Open,2000,QF,WTA
Seles,Monica,Monica Seles,US Open,2000,QF,WTA
Tauziat,Nathalie,Nathalie Tauziat,US Open,2000,QF,WTA
Williams,Venus,Venus Williams,US Open,2000,QF,WTA
Williams,Serena,Serena Williams,US Open,2000,QF,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2000,SF,WTA
Dementieva,Elena,Elena Dementieva,US Open,2000,SF,WTA
Hingis,Martina,Martina Hingis,US Open,2000,SF,WTA
Williams,Venus,Venus Williams,US Open,2000,SF,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2000,F,WTA
Williams,Venus,Venus Williams,US Open,2000,F,WTA
Williams,Venus,Venus Williams,US Open,2000,W,WTA
Agassi,Andre,Andre Agassi,Wimbledon,2000,R16,ATP
Bjorkman,Jonas,Jonas Bjorkman,Wimbledon,2000,R16,ATP
Black,Byron,Byron Black,Wimbledon,2000,R16,ATP
Enqvist,Thomas,Thomas Enqvist,Wimbledon,2000,R16,ATP
Ferreira,Wayne,Wayne Ferreira,Wimbledon,2000,R16,ATP
Henman,Tim,Tim Henman,Wimbledon,2000,R16,ATP
Johansson,Thomas,Thomas Johansson,Wimbledon,2000,R16,ATP
Michael Gambill,Jan,Jan Michael Gambill,Wimbledon,2000,R16,ATP
Philippoussis,Mark,Mark Philippoussis,Wimbledon,2000,R16,ATP
Popp,Alexander,Alexander Popp,Wimbledon,2000,R16,ATP
Pozzi,Gianluca,Gianluca Pozzi,Wimbledon,2000,R16,ATP
Prinosil,David,David Prinosil,Wimbledon,2000,R16,ATP
Rafter,Patrick,Patrick Rafter,Wimbledon,2000,R16,ATP
Rosset,Marc,Marc Rosset,Wimbledon,2000,R16,ATP
Sampras,Pete,Pete Sampras,Wimbledon,2000,R16,ATP
Voltchkov,Vladimir,Vladimir Voltchkov,Wimbledon,2000,R16,ATP
Agassi,Andre,Andre Agassi,Wimbledon,2000,QF,ATP
Black,Byron,Byron Black,Wimbledon,2000,QF,ATP
Michael Gambill,Jan,Jan Michael Gambill,Wimbledon,2000,QF,ATP
Philippoussis,Mark,Mark Philippoussis,Wimbledon,2000,QF,ATP
Popp,Alexander,Alexander Popp,Wimbledon,2000,QF,ATP
Rafter,Patrick,Patrick Rafter,Wimbledon,2000,QF,ATP
Sampras,Pete,Pete Sampras,Wimbledon,2000,QF,ATP
Voltchkov,Vladimir,Vladimir Voltchkov,Wimbledon,2000,QF,ATP
Agassi,Andre,Andre Agassi,Wimbledon,2000,SF,ATP
Rafter,Patrick,Patrick Rafter,Wimbledon,2000,SF,ATP
Sampras,Pete,Pete Sampras,Wimbledon,2000,SF,ATP
Voltchkov,Vladimir,Vladimir Voltchkov,Wimbledon,2000,SF,ATP
Rafter,Patrick,Patrick Rafter,Wimbledon,2000,F,ATP
Sampras,Pete,Pete Sampras,Wimbledon,2000,F,ATP
Sampras,Pete,Pete Sampras,Wimbledon,2000,W,ATP
Appelmans,Sabine,Sabine Appelmans,Wimbledon,2000,R16,WTA
Barabanschikova,Olga,Olga Barabanschikova,Wimbledon,2000,R16,WTA
Brandi,Kristina,Kristina Brandi,Wimbledon,2000,R16,WTA
Capriati,Jennifer,Jennifer Capriati,Wimbledon,2000,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2000,R16,WTA
Dokic,Jelena,Jelena Dokic,Wimbledon,2000,R16,WTA
Hingis,Martina,Martina Hingis,Wimbledon,2000,R16,WTA
Huber,Anke,Anke Huber,Wimbledon,2000,R16,WTA
Osterloh,Lilia,Lilia Osterloh,Wimbledon,2000,R16,WTA
Raymond,Lisa,Lisa Raymond,Wimbledon,2000,R16,WTA
Sanchez Vicario,Arantxa,Arantxa Sanchez Vicario,Wimbledon,2000,R16,WTA
Seles,Monica,Monica Seles,Wimbledon,2000,R16,WTA
Serna,Magui,Magui Serna,Wimbledon,2000,R16,WTA
Tanasugarn,Tamarine,Tamarine Tanasugarn,Wimbledon,2000,R16,WTA
Williams,Venus,Venus Williams,Wimbledon,2000,R16,WTA
Williams,Serena,Serena Williams,Wimbledon,2000,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2000,QF,WTA
Dokic,Jelena,Jelena Dokic,Wimbledon,2000,QF,WTA
Hingis,Martina,Martina Hingis,Wimbledon,2000,QF,WTA
Raymond,Lisa,Lisa Raymond,Wimbledon,2000,QF,WTA
Seles,Monica,Monica Seles,Wimbledon,2000,QF,WTA
Serna,Magui,Magui Serna,Wimbledon,2000,QF,WTA
Williams,Venus,Venus Williams,Wimbledon,2000,QF,WTA
Williams,Serena,Serena Williams,Wimbledon,2000,QF,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2000,SF,WTA
Dokic,Jelena,Jelena Dokic,Wimbledon,2000,SF,WTA
Williams,Venus,Venus Williams,Wimbledon,2000,SF,WTA
Williams,Serena,Serena Williams,Wimbledon,2000,SF,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2000,F,WTA
Williams,Venus,Venus Williams,Wimbledon,2000,F,WTA
Williams,Venus,Venus Williams,Wimbledon,2000,W,WTA
Agassi,Andre,Andre Agassi,Australian Open,2001,R16,ATP
Clement,Arnaud,Arnaud Clement,Australian Open,2001,R16,ATP
Grosjean,Sebastien,Sebastien Grosjean,Australian Open,2001,R16,ATP
Henman,Tim,Tim Henman,Australian Open,2001,R16,ATP
Hrbaty,Dominik,Dominik Hrbaty,Australian Open,2001,R16,ATP
Ilie,Andrew,Andrew Ilie,Australian Open,2001,R16,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,Australian Open,2001,R16,ATP
Martin,Todd,Todd Martin,Australian Open,2001,R16,ATP
Moya,Carlos,Carlos Moya,Australian Open,2001,R16,ATP
Norman,Magnus,Magnus Norman,Australian Open,2001,R16,ATP
Rafter,Patrick,Patrick Rafter,Australian Open,2001,R16,ATP
Rusedski,Greg,Greg Rusedski,Australian Open,2001,R16,ATP
Safin,Marat,Marat Safin,Australian Open,2001,R16,ATP
Sampras,Pete,Pete Sampras,Australian Open,2001,R16,ATP
Schuettler,Rainer,Rainer Schuettler,Australian Open,2001,R16,ATP
Vinciguerra,Andreas,Andreas Vinciguerra,Australian Open,2001,R16,ATP
Agassi,Andre,Andre Agassi,Australian Open,2001,QF,ATP
Clement,Arnaud,Arnaud Clement,Australian Open,2001,QF,ATP
Grosjean,Sebastien,Sebastien Grosjean,Australian Open,2001,QF,ATP
Hrbaty,Dominik,Dominik Hrbaty,Australian Open,2001,QF,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,Australian Open,2001,QF,ATP
Martin,Todd,Todd Martin,Australian Open,2001,QF,ATP
Moya,Carlos,Carlos Moya,Australian Open,2001,QF,ATP
Rafter,Patrick,Patrick Rafter,Australian Open,2001,QF,ATP
Agassi,Andre,Andre Agassi,Australian Open,2001,SF,ATP
Clement,Arnaud,Arnaud Clement,Australian Open,2001,SF,ATP
Grosjean,Sebastien,Sebastien Grosjean,Australian Open,2001,SF,ATP
Rafter,Patrick,Patrick Rafter,Australian Open,2001,SF,ATP
Agassi,Andre,Andre Agassi,Australian Open,2001,F,ATP
Clement,Arnaud,Arnaud Clement,Australian Open,2001,F,ATP
Agassi,Andre,Andre Agassi,Australian Open,2001,W,ATP
Bedanova,Daja,Daja Bedanova,Australian Open,2001,R16,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2001,R16,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2001,R16,WTA
Coetzer,Amanda,Amanda Coetzer,Australian Open,2001,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2001,R16,WTA
Grande,Rita,Rita Grande,Australian Open,2001,R16,WTA
Henin,Justine,Justine Henin,Australian Open,2001,R16,WTA
Hingis,Martina,Martina Hingis,Australian Open,2001,R16,WTA
Kournikova,Anna,Anna Kournikova,Australian Open,2001,R16,WTA
Marrero,Marta,Marta Marrero,Australian Open,2001,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2001,R16,WTA
Rittner,Barbara,Barbara Rittner,Australian Open,2001,R16,WTA
Seles,Monica,Monica Seles,Australian Open,2001,R16,WTA
Suarez,Paola,Paola Suarez,Australian Open,2001,R16,WTA
Williams,Serena,Serena Williams,Australian Open,2001,R16,WTA
Williams,Venus,Venus Williams,Australian Open,2001,R16,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2001,QF,WTA
Coetzer,Amanda,Amanda Coetzer,Australian Open,2001,QF,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2001,QF,WTA
Hingis,Martina,Martina Hingis,Australian Open,2001,QF,WTA
Kournikova,Anna,Anna Kournikova,Australian Open,2001,QF,WTA
Seles,Monica,Monica Seles,Australian Open,2001,QF,WTA
Williams,Serena,Serena Williams,Australian Open,2001,QF,WTA
Williams,Venus,Venus Williams,Australian Open,2001,QF,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2001,SF,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2001,SF,WTA
Hingis,Martina,Martina Hingis,Australian Open,2001,SF,WTA
Williams,Venus,Venus Williams,Australian Open,2001,SF,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2001,F,WTA
Hingis,Martina,Martina Hingis,Australian Open,2001,F,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2001,W,WTA
Agassi,Andre,Andre Agassi,French Open,2001,R16,ATP
Arthurs,Wayne,Wayne Arthurs,French Open,2001,R16,ATP
Blanco,Galo,Galo Blanco,French Open,2001,R16,ATP
Canas,Guillermo,Guillermo Canas,French Open,2001,R16,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,French Open,2001,R16,ATP
Corretja,Alex,Alex Corretja,French Open,2001,R16,ATP
Enqvist,Thomas,Thomas Enqvist,French Open,2001,R16,ATP
Federer,Roger,Roger Federer,French Open,2001,R16,ATP
Grosjean,Sebastien,Sebastien Grosjean,French Open,2001,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,French Open,2001,R16,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,French Open,2001,R16,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2001,R16,ATP
Robredo,Tommy,Tommy Robredo,French Open,2001,R16,ATP
Russell,Michael,Michael Russell,French Open,2001,R16,ATP
Santoro,Fabrice,Fabrice Santoro,French Open,2001,R16,ATP
Squillari,Franco,Franco Squillari,French Open,2001,R16,ATP
Agassi,Andre,Andre Agassi,French Open,2001,QF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,French Open,2001,QF,ATP
Corretja,Alex,Alex Corretja,French Open,2001,QF,ATP
Federer,Roger,Roger Federer,French Open,2001,QF,ATP
Grosjean,Sebastien,Sebastien Grosjean,French Open,2001,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,French Open,2001,QF,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,French Open,2001,QF,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2001,QF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,French Open,2001,SF,ATP
Corretja,Alex,Alex Corretja,French Open,2001,SF,ATP
Grosjean,Sebastien,Sebastien Grosjean,French Open,2001,SF,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2001,SF,ATP
Corretja,Alex,Alex Corretja,French Open,2001,F,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2001,F,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2001,W,ATP
Black,Cara,Cara Black,French Open,2001,R16,WTA
Capriati,Jennifer,Jennifer Capriati,French Open,2001,R16,WTA
Clijsters,Kim,Kim Clijsters,French Open,2001,R16,WTA
Farina Elia,Silvia,Silvia Farina Elia,French Open,2001,R16,WTA
Grande,Rita,Rita Grande,French Open,2001,R16,WTA
Henin,Justine,Justine Henin,French Open,2001,R16,WTA
Hingis,Martina,Martina Hingis,French Open,2001,R16,WTA
Krasnoroutskaya,Lina,Lina Krasnoroutskaya,French Open,2001,R16,WTA
Mandula,Petra,Petra Mandula,French Open,2001,R16,WTA
Nagyova,Henrieta,Henrieta Nagyova,French Open,2001,R16,WTA
Petrova,Nadia,Nadia Petrova,French Open,2001,R16,WTA
Schett,Barbara,Barbara Schett,French Open,2001,R16,WTA
Schiavone,Francesca,Francesca Schiavone,French Open,2001,R16,WTA
Shaughnessy,Meghann,Meghann Shaughnessy,French Open,2001,R16,WTA
Testud,Sandrine,Sandrine Testud,French Open,2001,R16,WTA
Williams,Serena,Serena Williams,French Open,2001,R16,WTA
Capriati,Jennifer,Jennifer Capriati,French Open,2001,QF,WTA
Clijsters,Kim,Kim Clijsters,French Open,2001,QF,WTA
Henin,Justine,Justine Henin,French Open,2001,QF,WTA
Hingis,Martina,Martina Hingis,French Open,2001,QF,WTA
Krasnoroutskaya,Lina,Lina Krasnoroutskaya,French Open,2001,QF,WTA
Mandula,Petra,Petra Mandula,French Open,2001,QF,WTA
Schiavone,Francesca,Francesca Schiavone,French Open,2001,QF,WTA
Williams,Serena,Serena Williams,French Open,2001,QF,WTA
Capriati,Jennifer,Jennifer Capriati,French Open,2001,SF,WTA
Clijsters,Kim,Kim Clijsters,French Open,2001,SF,WTA
Henin,Justine,Justine Henin,French Open,2001,SF,WTA
Hingis,Martina,Martina Hingis,French Open,2001,SF,WTA
Capriati,Jennifer,Jennifer Capriati,French Open,2001,F,WTA
Clijsters,Kim,Kim Clijsters,French Open,2001,F,WTA
Capriati,Jennifer,Jennifer Capriati,French Open,2001,W,WTA
Agassi,Andre,Andre Agassi,US Open,2001,R16,ATP
Clement,Arnaud,Arnaud Clement,US Open,2001,R16,ATP
Costa,Albert,Albert Costa,US Open,2001,R16,ATP
Federer,Roger,Roger Federer,US Open,2001,R16,ATP
Haas,Tommy,Tommy Haas,US Open,2001,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2001,R16,ATP
Johansson,Thomas,Thomas Johansson,US Open,2001,R16,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,US Open,2001,R16,ATP
Kuerten,Gustavo,Gustavo Kuerten,US Open,2001,R16,ATP
Malisse,Xavier,Xavier Malisse,US Open,2001,R16,ATP
Rafter,Patrick,Patrick Rafter,US Open,2001,R16,ATP
Robredo,Tommy,Tommy Robredo,US Open,2001,R16,ATP
Roddick,Andy,Andy Roddick,US Open,2001,R16,ATP
Safin,Marat,Marat Safin,US Open,2001,R16,ATP
Sampras,Pete,Pete Sampras,US Open,2001,R16,ATP
Zabaleta,Mariano,Mariano Zabaleta,US Open,2001,R16,ATP
Agassi,Andre,Andre Agassi,US Open,2001,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2001,QF,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,US Open,2001,QF,ATP
Kuerten,Gustavo,Gustavo Kuerten,US Open,2001,QF,ATP
Roddick,Andy,Andy Roddick,US Open,2001,QF,ATP
Safin,Marat,Marat Safin,US Open,2001,QF,ATP
Sampras,Pete,Pete Sampras,US Open,2001,QF,ATP
Zabaleta,Mariano,Mariano Zabaleta,US Open,2001,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2001,SF,ATP
Kafelnikov,Yevgeny,Yevgeny Kafelnikov,US Open,2001,SF,ATP
Safin,Marat,Marat Safin,US Open,2001,SF,ATP
Sampras,Pete,Pete Sampras,US Open,2001,SF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2001,F,ATP
Sampras,Pete,Pete Sampras,US Open,2001,F,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2001,W,ATP
Bedanova,Daja,Daja Bedanova,US Open,2001,R16,WTA
Capriati,Jennifer,Jennifer Capriati,US Open,2001,R16,WTA
Clijsters,Kim,Kim Clijsters,US Open,2001,R16,WTA
