last_name,first_name,display_name,goals
Dejagah,Ashkan,Ashkan Dejagah,5
dos Santos,Antony Matheus,Antony,5
dos Santos de Oliveira,Danilo,Danilo,5
dos Santos Gato Alves Dias,Rúben,Rúben Dias,5
Duberry,Michael,Michael Duberry,5
Dyer,Bruce,Bruce Dyer,5
Eboue,Emmanuel,Emmanuel Eboué,5
Edwards,David,David Edwards,5
Ekelund,Ronnie,Ronnie Ekelund,5
Ellington,Nathan,Nathan Ellington,5
Elliott,Harvey,Harvey Elliott,5
Elyounoussi,Mohamed,Mohamed Elyounoussi,5
Espanha Fernandes,Mateus Gonçalo,Mateus Fernandes,5
Fagan,Craig,Craig Fagan,5
Falcao,Radamel,Radamel Falcao,5
Félix Sequeira,João,João Félix,5
Fernandes,Fabrice,Fabrice Fernandes,5
Fleck,John,John Fleck,5
Folan,Caleb,Caleb Folan,5
Fortune,Jonathan,Jonathan Fortune,5
Fortune,Quinton,Quinton Fortune,5
Franco,Guillermo,Guillermo Franco,5
Gascoigne,Paul,Paul Gascoigne,5
Gayle,Brian,Brian Gayle,5
Gibson,Darron,Darron Gibson,5
Grant,Karlan,Karlan Grant,5
Gravenberch,Ryan,Ryan Gravenberch,5
Gray,Michael,Michael Gray,5
Haus Belletti,Juliano,Juliano Belletti,5
Healy,David,David Healy,5
Heaney,Neil,Neil Heaney,5
Hernández,Cucho,Cucho Hernández,5
Hernández Domínguez,Pablo,Pablo Hernández,5
Higuaín,Gonzalo,Gonzalo Higuaín,5
Holebas,José,José Holebas,5
Holmes,Matt,Matt Holmes,5
Hughes,Stephen,Stephen Hughes,5
Hughes,Aaron,Aaron Hughes,5
Iria Santos Moutinho,João Filipe,João Moutinho,5
Izquierdo,José,José Izquierdo,5
Januzaj,Adnan,Adnan Januzaj,5
Jarosik,Jirí,Jirí Jarosik,5
Jemson,Nigel,Nigel Jemson,5
Johnson,Seth,Seth Johnson,5
Jonk,Wim,Wim Jonk,5
Justin,James,James Justin,5
Jørgensen,Mathias,Zanka,5
Kacaniklic,Alexander,Alexander Kacaniklic,5
Kébé,Jimmy,Jimmy Kébé,5
Keller,Marc,Marc Keller,5
Kinsella,Mark,Mark Kinsella,5
Klich,Mateusz,Mateusz Klich,5
Knockaert,Anthony,Anthony Knockaert,5
Korsten,Willem,Willem Korsten,5
Landzaat,Denny,Denny Landzaat,5
Leadbitter,Grant,Grant Leadbitter,5
Lee,David,David Lee,5
Lennon,Neil,Neil Lennon,5
Linighan,Andy,Andy Linighan,5
Litmanen,Jari,Jari Litmanen,5
Lombardo,Attilio,Attilio Lombardo,5
Lundstram,John,John Lundstram,5
Marsh,Mike,Mike Marsh,5
Martins Gomes,Rodrigo,Rodrigo Gomes,5
Masinga,Philemon,Philemon Masinga,5
Milenkovic,Nikola,Nikola Milenkovic,5
Milligan,Mike,Mike Milligan,5
Mills,Lee,Lee Mills,5
Milton,Simon,Simon Milton,5
Moore,Kieffer,Kieffer Moore,5
Moraes Ferreira da Silva,Wesley,Wesley,5
Moran,Kevin,Kevin Moran,5
Morris,Jody,Jody Morris,5
Mpenza,Emile,Emile Mpenza,5
Muamba,Fabrice,Fabrice Muamba,5
Mudryk,Mykhailo,Mykhailo Mudryk,5
Muntari,Sulley,Sulley Muntari,5
Nelson,Reiss,Reiss Nelson,5
Neville,Gary,Gary Neville,5
Newman,Rob,Rob Newman,5
Ngonge,Michel,Michel Ngonge,5
Pereira da Silva,Rafael,Rafael,5
Petric,Mladen,Mladen Petric,5
Poborsky,Karel,Karel Poborsky,5
Powell,Darryl,Darryl Powell,5
Pugh,Marc,Marc Pugh,5
Reijnders,Tijjani,Tijjani Reijnders,5
Rieper,Marc,Marc Rieper,5
Rochemback,Fábio,Fábio Rochemback,5
Rowett,Gary,Gary Rowett,5
Sako,Bakary,Bakary Sako,5
Samways,Vinny,Vinny Samways,5
Schwarz,Hans-Jurgen Stefan,Stefan Schwarz,5
Seol,Ki-Hyeon,Seol Ki-Hyeon,5
Sibon,Gerald,Gerald Sibon,5
Sidibe,Mamady,Mamady Sidibe,5
Sinama-Pongolle,Florent,Florent Sinama-Pongolle,5
Smart,Allan,Allan Smart,5
Smith,Adam,Adam Smith,5
Soltvedt,Trond Egil,Trond Egil Soltvedt,5
Stephens,Jack,Jack Stephens,5
Stewart,Paul,Paul Stewart,5
Stockwell,Mick,Mick Stockwell,5
Tel,Mathys,Mathys Tel,5
Tonali,Sandro,Sandro Tonali,5
Ullathorne,Robert,Robert Ullathorne,5
Ünal,Enes,Enes Ünal,5
Undav,Deniz,Deniz Undav,5
Varney,Luke,Luke Varney,5
Vaughan,David,David Vaughan,5
Vela,Carlos,Carlos Vela,5
Veltman,Joël,Joël Veltman,5
Voronin,Andrey,Andrey Voronin,5
Ward,Joel,Joel Ward,5
Williams,Paul,Paul Williams,5
Williamson,Danny,Danny Williamson,5
Winterburn,Nigel,Nigel Winterburn,5
Wright,Mark,Mark Wright,5
Wright,Tommy,Tommy Wright,5
Wright,Alan,Alan Wright,5
Zigic,Nikola,Nikola Zigic,5
Zirkzee,Joshua,Joshua Zirkzee,5
Zubimendi,Martín,Martín Zubimendi,5
Ablett,Gary,Gary Ablett,4
Adams,Micky,Micky Adams,4
Adarabioyo,Tosin,Tosin Adarabioyo,4
Agudo Durán,Manuel,Nolito,4
Allen,Paul,Paul Allen,4
Andersen,Joachim,Joachim Andersen,4
Anderson,Elliot,Elliot Anderson,4
Andersson,Andreas,Andreas Andersson,4
Andone,Florin,Florin Andone,4
Araujo Dall'lgna,Ilan,Ilan Araujo,4
Assaidi,Oussama,Oussama Assaidi,4
Assou-Ekotto,Benoit,Benoit Assou-Ekotto,4
Ayling,Luke,Luke Ayling,4
Babb,Phil,Phil Babb,4
Baird,Chris,Chris Baird,4
Bakayoko,Ibrahima,Ibrahima Bakayoko,4
Bamba,Sol,Sol Bamba,4
Barnard,Darren,Darren Barnard,4
Behrami,Valon,Valon Behrami,4
Bellion,David,David Bellion,4
Bianchi,Rolando,Rolando Bianchi,4
Bikey,André,André Bikey,4
Bishop,Ian,Ian Bishop,4
Blind,Daley,Daley Blind,4
Bobic,Fredi,Fredi Bobic,4
Brolin,Tomas,Tomas Brolin,4
Brown,Michael,Michael Brown,4
Brown,Wes,Wes Brown,4
Busst,David,David Busst,4
Cameron,Colin,Colin Cameron,4
Campbell,Andy,Andy Campbell,4
Cardoso Mendes,Tiago,Tiago,4
Caskey,Darren,Darren Caskey,4
Castledine,Stewart,Stewart Castledine,4
Chong,Tahith,Tahith Chong,4
Christie,Ryan,Ryan Christie,4
Clyne,Nathaniel,Nathaniel Clyne,4
Coloccini,Fabricio,Fabricio Coloccini,4
Cousin,Daniel,Daniel Cousin,4
Cullen,Josh,Josh Cullen,4
Cureton,Jamie,Jamie Cureton,4
da Silva,Danilo Luiz,Danilo,4
Dahlin,Martin,Martin Dahlin,4
Dailly,Christian,Christian Dailly,4
Dalot Teixeira,José Diogo,Diogo Dalot,4
Dasilva,Josh,Josh Dasilva,4
de Roon,Marten,Marten de Roon,4
De Zeeuw,Arjan,Arjan De Zeeuw,4
Di Michele,David,David Di Michele,4
Drinkwater,Danny,Danny Drinkwater,4
Dumitrescu,Ilie,Ilie Dumitrescu,4
Durie,Gordon,Gordon Durie,4
Elliott,Wade,Wade Elliott,4
Estupiñán,Pervis,Pervis Estupiñán,4
Etuhu,Dickson,Dickson Etuhu,4
Evans,Michael,Mickey Evans,4
Fear,Peter,Peter Fear,4
Ferdinand,Anton,Anton Ferdinand,4
Fernandes Ribeiro,Bruno Miguel,Bruno Ribeiro,4
Fernández,Federico,Federico Fernández,4
Figueroa,Maynor,Maynor Figueroa,4
Fish,Mark,Mark Fish,4
Fofana,David Datro,David Datro Fofana,4
Formica,Mauro,Mauro Formica,4
Froggatt,Stephen,Stephen Froggatt,4
Funes Mori,Ramiro,Ramiro Funes Mori,4
Giaccherini,Emanuele,Emanuele Giaccherini,4
Griffiths,Carl,Carl Griffiths,4
Grimandi,Gilles,Gilles Grimandi,4
Guimarães Cordeiro,Sandro Ranieri,Sandro,4
Gullit,Ruud,Ruud Gullit,4
Guthrie,Danny,Danny Guthrie,4
Hamer,Gustavo,Gustavo Hamer,4
Hayden,Isaac,Isaac Hayden,4
Holloway,Ian,Ian Holloway,4
Hourihane,Conor,Conor Hourihane,4
Hristov,Georgi,Georgi Hristov,4
Humphreys,Ritchie,Ritchie Humphreys,4
Hutchinson,Omari,Omari Hutchinson,4
Ibe,Jordon,Jordon Ibe,4
Ideye,Brown,Brown Ideye,4
Inamoto,Junichi,Junichi Inamoto,4
Ingimarsson,Ivar,Ivar Ingimarsson,4
Isidor,Wilson,Wilson Isidor,4
Jackson,Simeon,Simeon Jackson,4
Jackson,Matt,Matt Jackson,4
Jansson,Pontus,Pontus Jansson,4
Jess,Eoin,Eoin Jess,4
Johansson,Andreas,Andreas Johansson,4
Johnson,Damien,Damien Johnson,4
Kabasele,Christian,Christian Kabasele,4
Karembeu,Christian,Christian Karembeu,4
Keown,Martin,Martin Keown,4
Kezman,Mateja,Mateja Kezman,4
Kovacevic,Darko,Darko Kovacevic,4
Kozák,Libor,Libor Kozák,4
Lawrence,Jamie,Jamie Lawrence,4
Le Fée,Enzo,Enzo Le Fée,4
Leaburn,Carl,Carl Leaburn,4
Leite de Souza Júnior,Emerson Aparecido,Emerson Royal,4
Lindelöf,Victor,Victor Lindelöf,4
Linighan,David,David Linighan,4
Llorente,Diego,Diego Llorente,4
Lowton,Matthew,Matthew Lowton,4
Macheda,Federico,Federico Macheda,4
Maiga,Modibo,Modibo Maiga,4
Markovic,Lazar,Lazar Markovic,4
Marney,Dean,Dean Marney,4
Martins Dominguez,José Manuel,José Dominguez,4
Maskell,Craig,Craig Maskell,4
Mavididi,Stephy,Stephy Mavididi,4
McCarthy,Sean,Sean McCarthy,4
Méndez-Laing,Nathaniel,Nathaniel Méndez-Laing,4
Mendieta,Gaizka,Gaizka Mendieta,4
Meyler,David,David Meyler,4
Milijas,Nenad,Nenad Milijas,4
Minto,Scott,Scott Minto,4
Mitchell,Tyrick,Tyrick Mitchell,4
Moisés Costa,Emerson,Emerson,4
Morris,Lee,Lee Morris,4
Murphy,Daryl,Daryl Murphy,4
Mykolenko,Vitalii,Vitalii Mykolenko,4
N'Gotty,Bruno,Bruno N'Gotty,4
Navas,Jesús,Jesús Navas,4
Nolan,Ian,Ian Nolan,4
Nunes do Nascimento,Robert Kenedy,Kenedy,4
Nwaneri,Ethan,Ethan Nwaneri,4
Obafemi,Michael,Michael Obafemi,4
Odobert,Wilson,Wilson Odobert,4
Ogbene,Chiedozie,Chiedozie Ogbene,4
Okafor,Noah,Noah Okafor,4
Onuachu,Paul,Paul Onuachu,4
Onuoha,Nedum,Nedum Onuoha,4
Palmieri dos Santos,Emerson,Emerson,4
Pamarot,Noé,Noé Pamarot,4
Paterson,Martin,Martin Paterson,4
Paterson,Callum,Callum Paterson,4
Pearce,Andy,Andy Pearce,4
Pérez,Lucas,Lucas Pérez,4
Pogatetz,Emanuel,Emanuel Pogatetz,4
Preece,Andy,Andy Preece,4
Pringle,Martin,Martin Pringle,4
Radosavljevic,Predrag,Preki,4
Rangel,Angel,Angel Rangel,4
Reed,Harrison,Harrison Reed,4
Reeves,Alan,Alan Reeves,4
Reges,Fernando Francisco,Fernando,4
Rennie,David,David Rennie,4
Riera,Albert,Albert Riera,4
Riihilahti,Aki,Aki Riihilahti,4
Ritchie,Andy,Andy Ritchie,4
Rocastle,David,David Rocastle,4
Rodger,Simon,Simon Rodger,4
Rogers,Alan,Alan Rogers,4
Rommedahl,Dennis,Dennis Rommedahl,4
Rosario,Robert,Robert Rosario,4
Russell,Craig,Craig Russell,4
Sagna,Bacary,Bacary Sagna,4
Scott,Keith,Keith Scott,4
Slater,Robbie,Robbie Slater,4
Slaven,Bernie,Bernie Slaven,4
Soares Silva,Fábio Daniel,Fábio Silva,4
Solomon,Manor,Manor Solomon,4
Sommeil,David,David Sommeil,4
Sousa de Azevedo e Costa,Hélder Wander,Hélder Costa,4
Söyüncü,Çaglar,Çaglar Söyüncü,4
Stach,Anton,Anton Stach,4
Steinsson,Grétar,Grétar Steinsson,4
Struijk,Pascal,Pascal Struijk,4
Stuani,Cristhian,Cristhian Stuani,4
Svensson,Michael,Michael Svensson,4
Szmodics,Sam,Sam Szmodics,4
Taylor,Shaun,Shaun Taylor,4
Tettey,Alexander,Alexander Tettey,4
Thiaw,Malick,Malick Thiaw,4
Thompson,Steven,Steven Thompson,4
Tierney,Kieran,Kieran Tierney,4
Timber,Jurriën,Jurriën Timber,4
Ugochukwu,Lesley,Lesley Ugochukwu,4
van Hecke,Jan Paul,Jan Paul van Hecke,4
Venus,Mark,Mark Venus,4
Vestergaard,Jannik,Jannik Vestergaard,4
Vonk,Michel,Michel Vonk,4
Wan-Bissaka,Aaron,Aaron Wan-Bissaka,4
Weah,George,George Weah,4
Webber,Danny,Danny Webber,4
Whelan,Glenn,Glenn Whelan,4
Whittingham,Peter,Peter Whittingham,4
Whitton,Steve,Steve Whitton,4
Wirtz,Florian,Florian Wirtz,4
Adli,Amine,Amine Adli,3
Aguerd,Nayef,Nayef Aguerd,3
Ajer,Kristoffer,Kristoffer Ajer,3
Alcáraz,Antolín,Antolín Alcáraz,3
Alves Soares,Cédric Ricardo,Cédric Soares,3
Amoruso,Lorenzo,Lorenzo Amoruso,3
Anderson,Viv,Viv Anderson,3
Arter,Harry,Harry Arter,3
Asensio,Marco,Marco Asensio,3
Atsu,Christian,Christian Atsu,3
Aurélio Rodrigues,Fábio,Fábio Aurélio,3
Balbuena,Fabián,Fabián Balbuena,3
Baleba,Carlos,Carlos Baleba,3
Ball,Kevin,Kevin Ball,3
Bardsley,David,David Bardsley,3
Bartley,Kyle,Kyle Bartley,3
Bassey,Calvin,Calvin Bassey,3
Beasley,DaMarcus,DaMarcus Beasley,3
Beausejour,Jean,Jean Beausejour,3
Benarbia,Ali,Ali Benarbia,3
Benitez,Christian,Christian Benitez,3
Bennett,Ryan,Ryan Bennett,3
Berge,Sander,Sander Berge,3
Berti,Nicola,Nicola Berti,3
Blake,Mark,Mark Blake,3
Blinker,Regi,Regi Blinker,3
Blissett,Gary,Gary Blissett,3
Boateng,Kevin-Prince,Kevin-Prince Boateng,3
Bosingwa da Silva,José,José Bosingwa,3
Botman,Sven,Sven Botman,3
Boufal,Sofiane,Sofiane Boufal,3
Bradshaw,Carl,Carl Bradshaw,3
Branch,Paul Michael,Paul Michael Branch,3
Breacker,Tim,Tim Breacker,3
Breen,Gary,Gary Breen,3
Brennan,Mark,Mark Brennan,3
Bridge,Wayne,Wayne Bridge,3
Bryson,Ian,Ian Bryson,3
Burrows,David,David Burrows,3
Calafiori,Riccardo,Riccardo Calafiori,3
Caldwell,Steven,Steven Caldwell,3
Campbell,Joel,Joel Campbell,3
Canós,Sergi,Sergi Canós,3
Carragher,Jamie,Jamie Carragher,3
Carter,Darren,Darren Carter,3
Chadwick,Nick,Nick Chadwick,3
Charles,Gary,Gary Charles,3
Charlton,Simon,Simon Charlton,3
Charvet,Laurent,Laurent Charvet,3
Cherki,Rayan,Rayan Cherki,3
Chester,James,James Chester,3
Chukwueze,Samuel,Samuel Chukwueze,3
Clichy,Gaël,Gaël Clichy,3
Collins,John,John Collins,3
Collins,Danny,Danny Collins,3
Colwill,Levi,Levi Colwill,3
Cook,Paul,Paul Cook,3
Corradi,Bernardo,Bernardo Corradi,3
Costa dos Santos,Murillo Santiago,Murillo,3
Cotterill,Steve,Steve Cotterill,3
Creaney,Gerry,Gerry Creaney,3
Crook,Ian,Ian Crook,3
Cuéllar Jiménez,Carlos Javier,Carlos Cuellar,3
Cygan,Pascal,Pascal Cygan,3
da Costa Trindade,Manuel Marouan,Manuel da Costa,3
Dahl Tomasson,Jon,Jon Dahl Tomasson,3
Daley,Tony,Tony Daley,3
Dalmat,Stéphane,Stéphane Dalmat,3
de Ligt,Matthijs,Matthijs de Ligt,3
Delaney,Damien,Damien Delaney,3
Demichelis,Martín,Martín Demichelis,3
Devlin,Paul,Paul Devlin,3
Di María,Ángel,Ángel Di María,3
Diagne,Mbaye,Mbaye Diagne,3
Disasi,Axel,Axel Disasi,3
Djenepo,Moussa,Moussa Djenepo,3
Domi,Didier,Didier Domi,3
Domínguez,Nicolás,Nicolás Domínguez,3
Donaghy,Mal,Mal Donaghy,3
Donaldson,O'Neill,O'Neill Donaldson,3
Dorgu,Patrick,Patrick Dorgu,3
Dorigo,Tony,Tony Dorigo,3
Drenthe,Royston,Royston Drenthe,3
Dummett,Paul,Paul Dummett,3
El Ahmadi,Karim,Karim El Ahmadi,3
Eustace,John,John Eustace,3
Féghouli,Sofiane,Sofiane Féghouli,3
Ferguson,Barry,Barry Ferguson,3
Fernandes,Gelson,Gelson Fernandes,3
Ferreira Silva,João Pedro,Jota Silva,3
Fleck,Robert,Robert Fleck,3
Füllkrug,Niclas,Niclas Füllkrug,3
Ganchinho Guedes,Gonçalo Manuel,Gonçalo Guedes,3
Ganea,Ioan Viorel,Ioan Viorel Ganea,3
Garner,James,James Garner,3
Gaudino,Maurizio,Maurizio Gaudino,3
Givet,Gaël,Gaël Givet,3
Goddard,Paul,Paul Goddard,3
Granville,Danny,Danny Granville,3
Gray,Julian,Julian Gray,3
Green,Scott,Scott Green,3
Gunnarsson,Brynjar,Brynjar Gunnarsson,3
Gunnlaugsson,Arnar,Arnar Gunnlaugsson,3
Gynn,Micky,Micky Gynn,3
Hall,Gareth,Gareth Hall,3
Harkness,Steve,Steve Harkness,3
Harley,Jon,Jon Harley,3
Hause,Kortney,Kortney Hause,3
Heggem,Vegard,Vegard Heggem,3
Heitinga,John,John Heitinga,3
Henderson,Darius,Darius Henderson,3
Henry,Rico,Rico Henry,3
Hirst,George,George Hirst,3
Hodge,Steve,Steve Hodge,3
Holgate,Mason,Mason Holgate,3
Horne,Barry,Barry Horne,3
Hughes,David,David Hughes,3
Huijsen,Dean,Dean Huijsen,3
Hutton,Alan,Alan Hutton,3
Hyde,Micah,Micah Hyde,3
Iborra,Vicente,Vicente Iborra,3
Ince,Tom,Tom Ince,3
Jenkinson,Carl,Carl Jenkinson,3
Johnson,Ben,Ben Johnson,3
Johnson,Richard,Richard Johnson,3
Johnston,Mo,Mo Johnston,3
Jones,Steve,Steve Jones,3
Jones,Billy,Billy Jones,3
Jones,David,David Jones,3
Kamara,Aboubakar,Aboubakar Kamara,3
Kasami,Pajtim,Pajtim Kasami,3
Kerkez,Milos,Milos Kerkez,3
Kernaghan,Alan,Alan Kernaghan,3
Khazri,Wahbi,Wahbi Khazri,3
Kilman,Maximilian,Maximilian Kilman,3
Kinder,Vladimir,Vladimir Kinder,3
Kiwior,Jakub,Jakub Kiwior,3
Kolkka,Joonas,Joonas Kolkka,3
Koné,Lamine,Lamine Koné,3
Koren,Robert,Robert Koren,3
Kovác,Radoslav,Radoslav Kovác,3
Kristensen,Rasmus,Rasmus Kristensen,3
Kyrgiakos,Sotirios,Sotirios Kyrgiakos,3
Lamptey,Tariq,Tariq Lamptey,3
Laursen,Jacob,Jacob Laursen,3
Le Tallec,Anthony,Anthony Le Tallec,3
Lens,Jeremain,Jeremain Lens,3
Lewis,Rico,Rico Lewis,3
Lo Celso,Giovani,Giovani Lo Celso,3
Locadia,Jürgen,Jürgen Locadia,3
Mainoo,Kobbie,Kobbie Mainoo,3
Maja,Josh,Josh Maja,3
Mangala,Orel,Orel Mangala,3
Marinelli,Carlos,Carlos Marinelli,3
Martínez,Lisandro,Lisandro Martínez,3
Mason,Ryan,Ryan Mason,3
Matteo,Dominic,Dominic Matteo,3
McCleary,Garath,Garath McCleary,3
McDonald,Alan,Alan McDonald,3
McGregor,Paul,Paul McGregor,3
McKinlay,Billy,Billy McKinlay,3
McPhail,Stephen,Stephen McPhail,3
McSheffrey,Gary,Gary McSheffrey,3
Mellor,Neil,Neil Mellor,3
Mendes Campos Júnior,Sylvinho,Sylvinho,3
Miley,Lewis,Lewis Miley,3
Miller,Tommy,Tommy Miller,3
Miller,Ishmael,Ishmael Miller,3
Moreno,Alberto,Alberto Moreno,3
Morris,Chris,Chris Morris,3
Morrison,Sean,Sean Morrison,3
Morrison,Ravel,Ravel Morrison,3
Mullins,Hayden,Hayden Mullins,3
Munetsi,Marshall,Marshall Munetsi,3
Murphy,Josh,Josh Murphy,3
Musampa,Kiki,Kiki Musampa,3
Nade,Christian,Christian Nade,3
Nayim,Mohamed,Nayim,3
Newman,Ricky,Ricky Newman,3
Nicholls,Mark,Mark Nicholls,3
Nunes,Matheus Luiz,Matheus Nunes,3
O'Connor,Garry,Garry O'Connor,3
O'Riley,Matt,Matt O'Riley,3
O'Shea,Dara,Dara O'Shea,3
Obiang,Pedro,Pedro Obiang,3
Obinna,Victor,Victor Obinna,3
Olofinjana,Seyi,Seyi Olofinjana,3
Osborn,Simon,Simon Osborn,3
Osula,William,William Osula,3
Osvaldo,Daniel,Daniel Osvaldo,3
Papastathopoulos,Sokratis,Sokratis Papastathopoulos,3
Parkinson,Joe,Joe Parkinson,3
Peralta,Sixto,Sixto Peralta,3
Pereira Baptista,Julio César,Julio Baptista,3
Phillips,Jimmy,Jimmy Phillips,3
Pointon,Neil,Neil Pointon,3
Pollock,Jamie,Jamie Pollock,3
Popescu,Gheorghe,Gheorghe Popescu,3
Porfirio,Hugo,Hugo Porfirio,3
Praet,Dennis,Dennis Praet,3
Primus,Linvoy,Linvoy Primus,3
Pritchard,Alex,Alex Pritchard,3
Prödl,Sebastian,Sebastian Prödl,3
Quashie,Nigel,Nigel Quashie,3
Quinn,Alan,Alan Quinn,3
Quinn,Stephen,Stephen Quinn,3
Ready,Karl,Karl Ready,3
Richards,Chris,Chris Richards,3
Roberts,Andy,Andy Roberts,3
Rush,Matthew,Matthew Rush,3
Sakho,Mamadou,Mamadou Sakho,3
Sánchez,Davinson,Davinson Sánchez,3
Scales,John,John Scales,3
Scamacca,Gianluca,Gianluca Scamacca,3
Scimeca,Riccardo,Riccardo Scimeca,3
Scott,Alex,Alex Scott,3
Shaw,Luke,Luke Shaw,3
Shorey,Nicky,Nicky Shorey,3
Simpson,Fitzroy,Fitzroy Simpson,3
Sonner,Danny,Danny Sonner,3
Stimac,Igor,Igor Stimac,3
Sulemana,Kamaldeen,Kamaldeen Sulemana,3
Sun,Jihai,Sun Jihai,3
Sutch,Daryl,Daryl Sutch,3
Tainio,Teemu,Teemu Tainio,3
Talbi,Chemsdine,Chemsdine Talbi,3
Targett,Matt,Matt Targett,3
Tarnat,Michael,Michael Tarnat,3
Taylor,Martin,Martin Taylor,3
Taylor,Bob,Bob Taylor,3
Tete,Kenny,Kenny Tete,3
Thomas,Geoff,Geoff Thomas,3
Thome,Emerson Augusto,Emerson Thome,3
Thompson,Neil,Neil Thompson,3
Tiler,Carl,Carl Tiler,3
Torreira,Lucas,Lucas Torreira,3
Tristán Herrera,Diego,Diego Tristán,3
Trustfull,Orlando,Orlando Trustfull,3
Turner,Andy,Andy Turner,3
van de Beek,Donny,Donny van de Beek,3
van La Parra,Rajiv,Rajiv van La Parra,3
Vargas,Eduardo,Eduardo Vargas,3
Vellios,Apostolos,Apostolos Vellios,3
Vennegoor of Hesselink,Jan,Jan Vennegoor of Hesselink,3
Villa,Emanuel,Emanuel Villa,3
Walker-Peters,Kyle,Kyle Walker-Peters,3
Wallace,Ross,Ross Wallace,3
Watmore,Duncan,Duncan Watmore,3
Whittaker,Steven,Steven Whittaker,3
Widdrington,Tommy,Tommy Widdrington,3
Wijnhard,Clyde,Clyde Wijnhard,3
Wilkins,Ray,Ray Wilkins,3
Williams,Neco,Neco Williams,3
Wilson,James,James Wilson,3
Wilson,Stuart,Stuart Wilson,3
Worthington,Nigel,Nigel Worthington,3
Wreh,Christopher,Christopher Wreh,3
Wright,Jermaine,Jermaine Wright,3
Yallop,Frank,Frank Yallop,3
Yates,Ryan,Ryan Yates,3
Youds,Eddie,Eddie Youds,3
Zagorakis,Theo,Theo Zagorakis,3
Zayatte,Kamil,Kamil Zayatte,3
Zubar,Ronald,Ronald Zubar,3
Zuniga,Herlyn,Herlyn Zuniga,3
Aarons,Rolando,Rolando Aarons,2
Abdi,Almen,Almen Abdi,2
Adams,Tyler,Tyler Adams,2
Afellay,Ibrahim,Ibrahim Afellay,2
Agnew,Steve,Steve Agnew,2
Ahmed,Ramadan Sobhi Ramadan,Ramadan Sobhi,2
Ahmedhodzic,Anel,Anel Ahmedhodzic,2
Ainsworth,Gareth,Gareth Ainsworth,2
Ajayi,Semi,Semi Ajayi,2
Akanji,Manuel,Manuel Akanji,2
Alcântara,Thiago,Thiago Alcântara,2
Alioski,Ezgjan,Ezgjan Alioski,2
Allen,Rory,Rory Allen,2
Allen,Clive,Clive Allen,2
Almeida de Oliveira Gonçalves,Estêvão Willian,Estêvão,2
Altidore,Jozy,Jozy Altidore,2
Aluko,Sone,Sone Aluko,2
Amartey,Daniel,Daniel Amartey,2
Ameobi,Sammy,Sammy Ameobi,2
Anita,Vurnon,Vurnon Anita,2
Arbeloa,Álvaro,Álvaro Arbeloa,2
Arokodare,Tolu,Tolu Arokodare,2
Bakayoko,Tiémoué,Tiémoué Bakayoko,2
Baldock,George,George Baldock,2
Balis,Igor,Igor Balis,2
Ballard,Dan,Dan Ballard,2
Bannan,Barry,Barry Bannan,2
Baptiste,Alex,Alex Baptiste,2
Baptiste,Shandon,Shandon Baptiste,2
Beesley,Paul,Paul Beesley,2
Bennett,Elliott,Elliott Bennett,2
Beresford,John,John Beresford,2
Berry,Luke,Luke Berry,2
Bifouma,Thievy,Thievy Bifouma,2
Bilic,Slaven,Slaven Bilic,2
Biscan,Igor,Igor Biscan,2
Bjornebye,Stig Inge,Stig Inge Bjornebye,2
Blackmore,Clayton,Clayton Blackmore,2
Blomqvist,Jesper,Jesper Blomqvist,2
Borgetti,Jared,Jared Borgetti,2
Borrows,Brian,Brian Borrows,2
Bosancic,Jovo,Jovo Bosancic,2
Bosvelt,Paul,Paul Bosvelt,2
Bould,Steve,Steve Bould,2
Britos,Miguel,Miguel Britos,2
Broadhead,Nathan,Nathan Broadhead,2
Brown,Jacob,Jacob Brown,2
Brown,Steve,Steve Brown,2
Bueno,Santiago,Santiago Bueno,2
Butler,Paul,Paul Butler,2
Büttner,Alexander,Alexander Büttner,2
Buzsáky,Ákos,Ákos Buzsáky,2
Cameron,Geoff,Geoff Cameron,2
Carroll,Tom,Tom Carroll,2
Carter,Jimmy,Jimmy Carter,2
Castellanos,Valentín,Valentín Castellanos,2
Chadwick,Luke,Luke Chadwick,2
Chettle,Steve,Steve Chettle,2
Cheyrou,Bruno,Bruno Cheyrou,2
Chiesa,Federico,Federico Chiesa,2
Chippo,Youssef,Youssef Chippo,2
Coleman,Simon,Simon Coleman,2
Contreiras Gonçalves,Mateus Alberto,Manucho,2
Cooper,Liam,Liam Cooper,2
Cordone,Daniel,Daniel Cordone,2
Corluka,Vedran,Vedran Corluka,2
Cresswell,Richard,Richard Cresswell,2
Cutrone,Patrick,Patrick Cutrone,2
Da Cruz Carvalho,Daniel,Dani,2
da Silva Costa Xavier,Abel Luís,Abel Xavier,2
Daish,Liam,Liam Daish,2
Danjuma,Arnaut,Arnaut Danjuma,2
Darcheville,Jean-Claude,Jean-Claude Darcheville,2
Davenport,Calum,Calum Davenport,2
Davidson,Callum,Callum Davidson,2
Dawson,Andy,Andy Dawson,2
De Cuyper,Maxim,Maxim De Cuyper,2
de la Cruz,Ulises,Ulises de la Cruz,2
De Laet,Ritchie,Ritchie De Laet,2
Debuchy,Mathieu,Mathieu Debuchy,2
Defour,Steven,Steven Defour,2
Delaney,Mark,Mark Delaney,2
Delfouneso,Nathan,Nathan Delfouneso,2
DeMerit,Jay,Jay DeMerit,2
